age,workclass,education,marital_status,occupation,race,sex,work_hours_per_week,native_country,income_morethan_50k
76, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, White, Male,10, United-States,FALSE
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,45, United-States,FALSE
23, ?, Assoc-voc, Never-married, ?, Black, Female,15, United-States,FALSE
43, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female,50, United-States,TRUE
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
66, Private, HS-grad, Never-married, Transport-moving, White, Male,55, United-States,FALSE
41, Private, Some-college, Never-married, Craft-repair, Black, Male,45, United-States,FALSE
26, Private, Bachelors, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
47, Private, Assoc-voc, Never-married, Other-service, White, Male,40, United-States,FALSE
55, Local-gov, 10th, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
53, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
17, Private, 5th-6th, Never-married, Other-service, White, Male,48, Mexico,FALSE
30, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
49, Private, Masters, Never-married, Prof-specialty, White, Male,60, United-States,FALSE
19, Private, HS-grad, Never-married, Sales, Black, Male,30, Haiti,FALSE
45, Private, HS-grad, Married-civ-spouse, Other-service, Black, Male,40, United-States,FALSE
26, Private, Assoc-acdm, Never-married, Sales, White, Male,40, United-States,FALSE
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
36, State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States,TRUE
33, Private, HS-grad, Never-married, Farming-fishing, White, Male,20, United-States,FALSE
22, State-gov, Some-college, Never-married, Protective-serv, Black, Female,40, United-States,FALSE
43, Self-emp-not-inc, Bachelors, Never-married, Sales, White, Male,42, United-States,FALSE
67, ?, 11th, Married-civ-spouse, ?, White, Male,8, United-States,FALSE
30, ?, Assoc-voc, Divorced, ?, White, Female,40, United-States,FALSE
56, Private, Assoc-acdm, Married-spouse-absent, Other-service, White, Male,25, Iran,FALSE
31, Private, Bachelors, Never-married, Prof-specialty, White, Male,25, United-States,FALSE
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
26, Private, HS-grad, Married-civ-spouse, Other-service, White, Male,40, United-States,FALSE
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
46, Local-gov, 11th, Married-civ-spouse, Transport-moving, White, Male,30, United-States,FALSE
59, ?, Bachelors, Married-civ-spouse, ?, White, Male,40, United-States,TRUE
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,TRUE
65, Private, 11th, Widowed, Other-service, Other, Male,40, United-States,FALSE
40, Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,40, United-States,TRUE
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,35, United-States,FALSE
26, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, White, Male,40, Portugal,FALSE
36, Private, 10th, Married-civ-spouse, Other-service, White, Female,24, United-States,FALSE
62, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
43, Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male,45, United-States,FALSE
43, Private, Bachelors, Divorced, Exec-managerial, White, Male,45, United-States,TRUE
22, Private, HS-grad, Married-spouse-absent, Sales, White, Male,55, United-States,FALSE
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male,45, United-States,FALSE
22, Private, Assoc-acdm, Never-married, Sales, White, Female,15, United-States,FALSE
57, Private, Bachelors, Divorced, Exec-managerial, White, Female,45, United-States,TRUE
39, Private, HS-grad, Divorced, Sales, White, Female,40, United-States,FALSE
26, Federal-gov, Some-college, Never-married, Adm-clerical, White, Female,15, United-States,FALSE
17, Private, 11th, Never-married, Other-service, White, Male,10, United-States,FALSE
40, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,38, United-States,TRUE
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States,FALSE
44, Private, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States,FALSE
20, Local-gov, Some-college, Never-married, Adm-clerical, White, Female,10, United-States,FALSE
33, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female,40, United-States,FALSE
23, Private, Some-college, Never-married, Sales, White, Male,40, United-States,FALSE
46, Self-emp-not-inc, Masters, Divorced, Exec-managerial, White, Male,30, United-States,FALSE
38, Private, HS-grad, Married-civ-spouse, Sales, White, Male,50, United-States,FALSE
54, Private, HS-grad, Divorced, Transport-moving, White, Male,40, United-States,FALSE
46, Private, 5th-6th, Divorced, Craft-repair, White, Female,45, United-States,FALSE
25, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
46, Private, Some-college, Divorced, Sales, White, Female,40, United-States,FALSE
36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, White, Female,40, United-States,FALSE
23, Private, HS-grad, Never-married, Other-service, White, Female,25, United-States,FALSE
29, Private, HS-grad, Separated, Machine-op-inspct, White, Male,40, United-States,FALSE
44, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,6, United-States,TRUE
19, Private, Some-college, Never-married, Adm-clerical, White, Female,16, United-States,FALSE
19, Private, HS-grad, Never-married, Other-service, White, Female,40, United-States,FALSE
35, Private, HS-grad, Married-civ-spouse, Other-service, White, Female,40, United-States,TRUE
27, Private, Bachelors, Never-married, Craft-repair, White, Male,50, United-States,FALSE
46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, White, Male,40, United-States,FALSE
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, ?,TRUE
34, Private, HS-grad, Never-married, Other-service, White, Female,35, United-States,FALSE
44, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States,FALSE
45, Private, Some-college, Divorced, Handlers-cleaners, White, Female,40, United-States,FALSE
20, ?, HS-grad, Never-married, ?, White, Female,35, United-States,FALSE
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, United-States,TRUE
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
20, Private, Some-college, Never-married, Handlers-cleaners, White, Male,40, United-States,FALSE
28, Private, Some-college, Never-married, Other-service, White, Female,40, United-States,FALSE
50, State-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male,40, United-States,TRUE
34, Private, Assoc-voc, Divorced, Tech-support, White, Female,64, United-States,FALSE
28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Other, Male,40, Puerto-Rico,FALSE
41, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,65, United-States,TRUE
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,25, United-States,FALSE
28, ?, Some-college, Married-civ-spouse, ?, White, Female,40, United-States,TRUE
32, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,FALSE
41, Local-gov, Some-college, Divorced, Other-service, Black, Female,24, United-States,FALSE
24, Private, HS-grad, Never-married, Handlers-cleaners, Black, Female,40, United-States,FALSE
33, Private, Some-college, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,TRUE
31, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
35, Private, 12th, Divorced, Craft-repair, White, Male,50, United-States,TRUE
52, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico,FALSE
30, Private, 11th, Never-married, Other-service, White, Female,19, United-States,FALSE
34, Local-gov, 11th, Separated, Machine-op-inspct, Black, Male,40, United-States,FALSE
34, State-gov, HS-grad, Divorced, Transport-moving, White, Female,40, United-States,FALSE
20, Private, Some-college, Married-civ-spouse, Sales, White, Male,30, United-States,FALSE
17, Private, 11th, Never-married, Handlers-cleaners, White, Male,18, United-States,FALSE
32, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,40, United-States,TRUE
29, Private, HS-grad, Divorced, Farming-fishing, White, Male,40, United-States,FALSE
33, Private, 10th, Never-married, Craft-repair, White, Female,35, United-States,FALSE
25, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60, United-States,FALSE
36, Federal-gov, Masters, Never-married, Prof-specialty, White, Male,40, United-States,FALSE
23, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,72, Dominican-Republic,FALSE
63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,FALSE
80, ?, HS-grad, Widowed, ?, White, Male,24, United-States,FALSE
17, ?, 11th, Never-married, ?, White, Male,40, United-States,FALSE
40, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, White, Female,40, United-States,FALSE
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, White, Female,25, United-States,TRUE
27, Private, Some-college, Never-married, Craft-repair, Asian-Pac-Islander, Male,40, Philippines,FALSE
33, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
34, Local-gov, HS-grad, Never-married, Farming-fishing, Black, Male,60, United-States,FALSE
34, Local-gov, Some-college, Never-married, Protective-serv, White, Female,40, United-States,FALSE
23, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
42, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,FALSE
29, Private, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States,FALSE
45, Private, HS-grad, Divorced, Adm-clerical, White, Female,28, United-States,FALSE
24, Federal-gov, HS-grad, Never-married, Armed-Forces, White, Male,40, United-States,FALSE
44, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
27, Private, 9th, Never-married, Craft-repair, White, Male,40, Mexico,FALSE
20, Private, Some-college, Never-married, Sales, White, Male,35, United-States,FALSE
44, Private, HS-grad, Widowed, Exec-managerial, Black, Female,40, United-States,FALSE
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States,FALSE
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
17, ?, 11th, Never-married, ?, White, Female,5, United-States,FALSE
19, Private, HS-grad, Never-married, Machine-op-inspct, Black, Female,40, United-States,FALSE
45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male,55, United-States,TRUE
60, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Black, Male,40, ?,TRUE
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female,40, United-States,TRUE
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,40, United-States,TRUE
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,40, United-States,FALSE
38, Private, Some-college, Married-civ-spouse, Transport-moving, Black, Male,50, United-States,FALSE
23, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60, United-States,FALSE
32, ?, Some-college, Married-civ-spouse, ?, White, Male,40, United-States,FALSE
44, Private, Assoc-acdm, Never-married, Farming-fishing, White, Male,40, United-States,FALSE
54, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Black, Male,40, United-States,FALSE
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,FALSE
50, Private, 1st-4th, Married-spouse-absent, Craft-repair, White, Male,40, United-States,FALSE
24, Private, Bachelors, Never-married, Tech-support, White, Female,20, United-States,FALSE
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,60, United-States,FALSE
52, Private, HS-grad, Divorced, Transport-moving, White, Male,40, United-States,FALSE
38, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
49, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,45, United-States,TRUE
30, Private, Bachelors, Married-civ-spouse, Tech-support, White, Female,16, United-States,TRUE
60, Private, Some-college, Never-married, Prof-specialty, White, Male,40, United-States,TRUE
22, ?, Some-college, Never-married, ?, White, Male,40, United-States,FALSE
35, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
30, Private, HS-grad, Never-married, Transport-moving, White, Male,60, United-States,FALSE
67, Private, Assoc-voc, Divorced, Other-service, White, Female,24, United-States,FALSE
46, Private, Bachelors, Never-married, Craft-repair, White, Female,40, United-States,FALSE
17, Private, 9th, Never-married, Other-service, White, Male,6, United-States,FALSE
22, Private, Some-college, Never-married, Handlers-cleaners, White, Male,30, United-States,FALSE
27, Private, 10th, Never-married, Other-service, White, Male,40, United-States,FALSE
23, Private, HS-grad, Never-married, Other-service, White, Female,35, United-States,FALSE
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,45, Portugal,FALSE
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male,20, United-States,FALSE
28, State-gov, Bachelors, Never-married, Prof-specialty, White, Male,20, United-States,FALSE
41, Private, HS-grad, Married-spouse-absent, Craft-repair, White, Female,40, United-States,FALSE
52, ?, 12th, Never-married, ?, Black, Male,40, United-States,FALSE
25, Private, Some-college, Married-spouse-absent, Adm-clerical, Black, Female,20, United-States,FALSE
63, ?, 1st-4th, Married-civ-spouse, ?, White, Male,35, United-States,FALSE
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States,FALSE
45, Local-gov, Bachelors, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
38, Private, Bachelors, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
40, Private, HS-grad, Never-married, Other-service, White, Female,35, United-States,FALSE
46, Federal-gov, HS-grad, Divorced, Adm-clerical, White, Male,40, United-States,FALSE
35, Private, Assoc-acdm, Never-married, Exec-managerial, White, Female,60, United-States,FALSE
